2026-02-10 15:47:17.135 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.24K tokens (1242) | response=81 tokens | total=1.32K tokens (1323) | latency=4248ms
2026-02-10 16:41:32.851 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.87K tokens (1865) | response=73 tokens | total=1.94K tokens (1938) | latency=1302ms
2026-02-10 16:41:34.802 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.89K tokens (1891) | response=126 tokens | total=2.02K tokens (2017) | latency=1903ms
2026-02-10 16:41:39.669 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.89K tokens (1894) | response=75 tokens | total=1.97K tokens (1969) | latency=1518ms
2026-02-10 16:41:42.497 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.88K tokens (1882) | response=129 tokens | total=2.01K tokens (2011) | latency=2509ms
2026-02-10 16:41:43.868 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.94K tokens (1936) | response=82 tokens | total=2.02K tokens (2018) | latency=1353ms
2026-02-10 16:41:46.303 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.91K tokens (1912) | response=107 tokens | total=2.02K tokens (2019) | latency=1366ms
2026-02-10 16:41:53.023 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.92K tokens (1917) | response=110 tokens | total=2.03K tokens (2027) | latency=3888ms
2026-02-10 16:42:00.734 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.85K tokens (1848) | response=167 tokens | total=2.02K tokens (2015) | latency=7697ms
2026-02-10 16:42:32.715 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.13K tokens (2131) | response=147 tokens | total=2.28K tokens (2278) | latency=1777ms
2026-02-10 16:43:12.740 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=7.64K tokens (7641) | response=169 tokens | total=7.81K tokens (7810) | latency=9826ms
2026-02-10 16:43:37.793 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=7.64K tokens (7635) | response=81 tokens | total=7.72K tokens (7716) | latency=2189ms
2026-02-10 16:43:39.824 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=7.63K tokens (7634) | response=97 tokens | total=7.73K tokens (7731) | latency=1955ms
2026-02-10 16:44:12.114 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=7.93K tokens (7927) | response=114 tokens | total=8.04K tokens (8041) | latency=2035ms
2026-02-10 16:45:00.342 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=7.92K tokens (7923) | response=158 tokens | total=8.08K tokens (8081) | latency=17953ms
2026-02-10 16:45:07.053 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.36K tokens (2359) | response=183 tokens | total=2.54K tokens (2542) | latency=6693ms
2026-02-10 16:45:11.321 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.36K tokens (2359) | response=145 tokens | total=2.50K tokens (2504) | latency=3798ms
2026-02-10 16:45:14.026 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.36K tokens (2359) | response=134 tokens | total=2.49K tokens (2493) | latency=2580ms
2026-02-10 16:45:17.405 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.10K tokens (2101) | response=100 tokens | total=2.20K tokens (2201) | latency=2029ms
2026-02-10 16:45:19.396 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.84K tokens (1836) | response=106 tokens | total=1.94K tokens (1942) | latency=1965ms
2026-02-10 17:35:04.518 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.45K tokens (1450) | response=96 tokens | total=1.55K tokens (1546) | latency=4188ms
2026-02-10 17:35:08.450 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.54K tokens (1539) | response=54 tokens | total=1.59K tokens (1593) | latency=1044ms
2026-02-10 17:35:10.367 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.61K tokens (1607) | response=125 tokens | total=1.73K tokens (1732) | latency=1887ms
2026-02-10 17:35:13.382 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.75K tokens (1745) | response=120 tokens | total=1.87K tokens (1865) | latency=1492ms
2026-02-10 17:35:18.732 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.86K tokens (1863) | response=86 tokens | total=1.95K tokens (1949) | latency=1821ms
2026-02-10 17:35:20.362 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.93K tokens (1928) | response=105 tokens | total=2.03K tokens (2033) | latency=1626ms
2026-02-10 17:35:35.279 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.96K tokens (1959) | response=91 tokens | total=2.05K tokens (2050) | latency=1859ms
2026-02-10 17:35:37.757 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.98K tokens (1979) | response=129 tokens | total=2.11K tokens (2108) | latency=2434ms
2026-02-10 17:35:42.261 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.99K tokens (1994) | response=122 tokens | total=2.12K tokens (2116) | latency=1705ms
2026-02-10 17:35:44.884 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.00K tokens (2001) | response=121 tokens | total=2.12K tokens (2122) | latency=2312ms
2026-02-10 17:36:19.164 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.40K tokens (2399) | response=107 tokens | total=2.51K tokens (2506) | latency=4166ms
2026-02-10 17:36:20.701 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.39K tokens (2394) | response=115 tokens | total=2.51K tokens (2509) | latency=1519ms
2026-02-10 17:36:22.857 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.40K tokens (2396) | response=111 tokens | total=2.51K tokens (2507) | latency=1767ms
2026-02-10 17:36:29.990 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.33K tokens (2332) | response=181 tokens | total=2.51K tokens (2513) | latency=2830ms
2026-02-10 17:37:02.833 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.58K tokens (2576) | response=122 tokens | total=2.70K tokens (2698) | latency=2737ms
2026-02-10 17:37:05.789 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.18K tokens (2178) | response=114 tokens | total=2.29K tokens (2292) | latency=2952ms
2026-02-10 17:37:07.685 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.16K tokens (2158) | response=99 tokens | total=2.26K tokens (2257) | latency=1756ms
2026-02-10 17:37:09.676 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.16K tokens (2161) | response=102 tokens | total=2.26K tokens (2263) | latency=1889ms
2026-02-10 17:37:47.912 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.43K tokens (2429) | response=134 tokens | total=2.56K tokens (2563) | latency=8014ms
2026-02-10 17:37:52.065 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.15K tokens (2148) | response=87 tokens | total=2.24K tokens (2235) | latency=2366ms
2026-02-10 17:37:54.696 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.15K tokens (2146) | response=154 tokens | total=2.30K tokens (2300) | latency=2628ms
2026-02-10 17:38:28.146 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.42K tokens (2421) | response=151 tokens | total=2.57K tokens (2572) | latency=3195ms
2026-02-10 17:39:00.717 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.71K tokens (2712) | response=120 tokens | total=2.83K tokens (2832) | latency=2332ms
2026-02-10 17:39:02.680 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.46K tokens (2457) | response=20 tokens | total=2.48K tokens (2477) | latency=1815ms
2026-02-10 17:39:04.088 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.43K tokens (2432) | response=45 tokens | total=2.48K tokens (2477) | latency=1394ms
2026-02-10 17:39:35.638 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.74K tokens (2738) | response=86 tokens | total=2.82K tokens (2824) | latency=1445ms
2026-02-10 17:40:09.239 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.74K tokens (2740) | response=141 tokens | total=2.88K tokens (2881) | latency=3500ms
2026-02-10 17:40:10.563 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.49K tokens (2487) | response=33 tokens | total=2.52K tokens (2520) | latency=1276ms
2026-02-10 17:40:18.836 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.65K tokens (2652) | response=81 tokens | total=2.73K tokens (2733) | latency=1384ms
2026-02-10 17:40:20.335 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.86K tokens (2860) | response=87 tokens | total=2.95K tokens (2947) | latency=1490ms
2026-02-10 17:50:43.996 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.41K tokens (1409) | response=97 tokens | total=1.51K tokens (1506) | latency=4000ms
2026-02-10 17:50:48.827 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.50K tokens (1498) | response=58 tokens | total=1.56K tokens (1556) | latency=1347ms
2026-02-10 17:50:50.446 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.56K tokens (1561) | response=114 tokens | total=1.68K tokens (1675) | latency=1599ms
2026-02-10 17:50:52.374 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.67K tokens (1674) | response=103 tokens | total=1.78K tokens (1777) | latency=1527ms
2026-02-10 17:50:59.057 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.78K tokens (1779) | response=83 tokens | total=1.86K tokens (1862) | latency=1585ms
2026-02-10 17:51:00.425 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.84K tokens (1844) | response=103 tokens | total=1.95K tokens (1947) | latency=1361ms
2026-02-10 17:51:19.098 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.87K tokens (1874) | response=74 tokens | total=1.95K tokens (1948) | latency=1299ms
2026-02-10 17:51:21.857 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.90K tokens (1901) | response=137 tokens | total=2.04K tokens (2038) | latency=2725ms
2026-02-10 17:51:24.864 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.94K tokens (1940) | response=82 tokens | total=2.02K tokens (2022) | latency=2984ms
2026-02-10 17:51:31.432 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.92K tokens (1924) | response=119 tokens | total=2.04K tokens (2043) | latency=2122ms
2026-02-10 17:51:47.306 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.98K tokens (1978) | response=93 tokens | total=2.07K tokens (2071) | latency=1331ms
2026-02-10 17:51:49.070 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.95K tokens (1954) | response=105 tokens | total=2.06K tokens (2059) | latency=1374ms
2026-02-10 17:52:06.052 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.95K tokens (1953) | response=131 tokens | total=2.08K tokens (2084) | latency=13430ms
2026-02-10 17:52:08.524 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.87K tokens (1865) | response=167 tokens | total=2.03K tokens (2032) | latency=2467ms
2026-02-10 17:52:41.625 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.16K tokens (2162) | response=114 tokens | total=2.28K tokens (2276) | latency=2869ms
2026-02-10 17:52:43.761 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.13K tokens (2132) | response=135 tokens | total=2.27K tokens (2267) | latency=2066ms
2026-02-10 17:52:50.972 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.14K tokens (2139) | response=115 tokens | total=2.25K tokens (2254) | latency=3830ms
2026-02-10 17:52:53.758 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.16K tokens (2157) | response=119 tokens | total=2.28K tokens (2276) | latency=2735ms
2026-02-10 17:53:33.339 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.45K tokens (2449) | response=183 tokens | total=2.63K tokens (2632) | latency=9438ms
2026-02-11 12:53:38.945 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=638 tokens | response=200 tokens | total=838 tokens | latency=187656ms
2026-02-11 14:13:13.051 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.20K tokens (1201) | response=78 tokens | total=1.28K tokens (1279) | latency=3130ms
2026-02-11 14:13:18.764 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.29K tokens (1290) | response=125 tokens | total=1.42K tokens (1415) | latency=1484ms
2026-02-11 14:13:23.740 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.43K tokens (1427) | response=128 tokens | total=1.56K tokens (1555) | latency=1648ms
2026-02-11 14:13:30.628 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.55K tokens (1546) | response=73 tokens | total=1.62K tokens (1619) | latency=1754ms
2026-02-11 14:13:32.153 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.61K tokens (1610) | response=106 tokens | total=1.72K tokens (1716) | latency=1512ms
2026-02-11 14:13:41.401 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.73K tokens (1730) | response=47 tokens | total=1.78K tokens (1777) | latency=1077ms
2026-02-11 14:13:43.173 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.73K tokens (1730) | response=119 tokens | total=1.85K tokens (1849) | latency=1705ms
2026-02-11 14:14:19.033 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.96K tokens (1959) | response=184 tokens | total=2.14K tokens (2143) | latency=5732ms
2026-02-11 14:14:20.350 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.98K tokens (1981) | response=65 tokens | total=2.05K tokens (2046) | latency=1300ms
2026-02-11 14:14:22.523 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.01K tokens (2005) | response=156 tokens | total=2.16K tokens (2161) | latency=1834ms
2026-02-11 14:14:23.892 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.00K tokens (2003) | response=93 tokens | total=2.10K tokens (2096) | latency=1341ms
2026-02-11 14:14:25.629 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.01K tokens (2010) | response=99 tokens | total=2.11K tokens (2109) | latency=1320ms
2026-02-11 14:14:38.401 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.73K tokens (1731) | response=202 tokens | total=1.93K tokens (1933) | latency=2335ms
2026-02-11 14:15:10.947 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.98K tokens (1980) | response=158 tokens | total=2.14K tokens (2138) | latency=2443ms
2026-02-11 14:26:59.364 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.28K tokens (1277) | response=73 tokens | total=1.35K tokens (1350) | latency=3997ms
2026-02-11 14:27:06.090 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.37K tokens (1367) | response=149 tokens | total=1.52K tokens (1516) | latency=2890ms
2026-02-11 14:27:09.791 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.51K tokens (1511) | response=115 tokens | total=1.63K tokens (1626) | latency=1628ms
2026-02-11 14:27:16.644 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.61K tokens (1612) | response=85 tokens | total=1.70K tokens (1697) | latency=1293ms
2026-02-11 14:27:18.351 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.68K tokens (1676) | response=125 tokens | total=1.80K tokens (1801) | latency=1694ms
2026-02-11 14:27:28.136 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.82K tokens (1818) | response=112 tokens | total=1.93K tokens (1930) | latency=1427ms
2026-02-11 14:27:29.912 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.82K tokens (1818) | response=134 tokens | total=1.95K tokens (1952) | latency=1731ms
2026-02-11 14:27:34.737 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.79K tokens (1789) | response=95 tokens | total=1.88K tokens (1884) | latency=1216ms
2026-02-11 14:27:37.028 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.78K tokens (1783) | response=158 tokens | total=1.94K tokens (1941) | latency=1934ms
2026-02-11 14:27:38.362 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.86K tokens (1862) | response=95 tokens | total=1.96K tokens (1957) | latency=1300ms
2026-02-11 14:27:40.131 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.81K tokens (1811) | response=118 tokens | total=1.93K tokens (1929) | latency=1317ms
2026-02-11 14:27:51.646 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.82K tokens (1816) | response=104 tokens | total=1.92K tokens (1920) | latency=2511ms
2026-02-11 14:27:56.531 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.76K tokens (1762) | response=150 tokens | total=1.91K tokens (1912) | latency=4848ms
2026-02-11 14:28:31.990 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.04K tokens (2038) | response=116 tokens | total=2.15K tokens (2154) | latency=5319ms
2026-02-11 14:29:05.227 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=7.54K tokens (7542) | response=163 tokens | total=7.71K tokens (7705) | latency=2997ms
2026-02-11 14:30:55.205 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.29K tokens (1285) | response=80 tokens | total=1.37K tokens (1365) | latency=4191ms
2026-02-11 14:31:00.713 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.37K tokens (1374) | response=121 tokens | total=1.50K tokens (1495) | latency=1559ms
2026-02-11 14:31:05.915 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.51K tokens (1505) | response=112 tokens | total=1.62K tokens (1617) | latency=1213ms
2026-02-11 14:31:13.504 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.62K tokens (1622) | response=80 tokens | total=1.70K tokens (1702) | latency=1455ms
2026-02-11 14:31:14.864 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.69K tokens (1687) | response=125 tokens | total=1.81K tokens (1812) | latency=1355ms
2026-02-11 14:31:24.926 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.83K tokens (1830) | response=51 tokens | total=1.88K tokens (1881) | latency=1428ms
2026-02-11 14:31:27.416 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.83K tokens (1830) | response=125 tokens | total=1.96K tokens (1955) | latency=2461ms
